Saison	Kalenderwoche	Altersgruppe	SARI	Hospitalisierungsinzidenz
2020/21	2021-W31	00+	Gesamt	7.8
2020/21	2021-W31	60-79	COVID-19	0.9
2020/21	2021-W31	80+	COVID-19	1.8
2020/21	2021-W31	00+	COVID-19	1.1
2020/21	2021-W31	00+	Influenza	0.0
2020/21	2021-W31	00+	RSV	0.1
2020/21	2021-W30	0-4	Gesamt	30.7
2020/21	2021-W30	5-14	Gesamt	1.0
2020/21	2021-W30	15-34	Gesamt	2.2
2020/21	2021-W30	35-59	Gesamt	3.5
2020/21	2021-W30	60-79	Gesamt	9.9
2020/21	2021-W30	80+	Gesamt	24.9
2020/21	2021-W30	00+	Gesamt	7.8
2020/21	2021-W30	60-79	COVID-19	0.5
2020/21	2021-W30	80+	COVID-19	0.0
2020/21	2021-W30	00+	COVID-19	0.5
2020/21	2021-W30	00+	Influenza	0.0
2020/21	2021-W30	00+	RSV	0.1
2020/21	2021-W29	0-4	Gesamt	24.0
2020/21	2021-W29	5-14	Gesamt	2.9
2020/21	2021-W29	15-34	Gesamt	1.9
2020/21	2021-W29	35-59	Gesamt	3.0
2020/21	2021-W29	60-79	Gesamt	8.5
2020/21	2021-W29	80+	Gesamt	27.2
2020/21	2021-W29	00+	Gesamt	7.3
2020/21	2021-W29	60-79	COVID-19	0.2
2020/21	2021-W29	80+	COVID-19	0.9
2020/21	2021-W29	00+	COVID-19	0.6
2020/21	2021-W29	00+	Influenza	0.0
2020/21	2021-W29	00+	RSV	0.1
2020/21	2021-W28	0-4	Gesamt	24.0
2020/21	2021-W28	5-14	Gesamt	2.3
2020/21	2021-W28	15-34	Gesamt	1.3
2020/21	2021-W28	35-59	Gesamt	2.5
2020/21	2021-W28	60-79	Gesamt	9.3
2020/21	2021-W28	80+	Gesamt	24.3
2020/21	2021-W28	00+	Gesamt	6.9
2020/21	2021-W28	60-79	COVID-19	0.4
2020/21	2021-W28	80+	COVID-19	0.9
2020/21	2021-W28	00+	COVID-19	0.4
2020/21	2021-W28	00+	Influenza	0.0
2020/21	2021-W28	00+	RSV	0.1
2020/21	2021-W27	0-4	Gesamt	18.2
2020/21	2021-W27	5-14	Gesamt	2.1
2020/21	2021-W27	15-34	Gesamt	1.5
2020/21	2021-W27	35-59	Gesamt	2.7
2020/21	2021-W27	60-79	Gesamt	7.3
2020/21	2021-W27	80+	Gesamt	25.5
2020/21	2021-W27	00+	Gesamt	6.3
2020/21	2021-W27	60-79	COVID-19	0.2
2020/21	2021-W27	80+	COVID-19	0.0
2020/21	2021-W27	00+	COVID-19	0.2
2020/21	2021-W27	00+	Influenza	0.0
2020/21	2021-W27	00+	RSV	0.0
2020/21	2021-W26	0-4	Gesamt	15.3
2020/21	2021-W26	5-14	Gesamt	2.3
2020/21	2021-W26	15-34	Gesamt	1.0
2020/21	2021-W26	35-59	Gesamt	2.5
2020/21	2021-W26	60-79	Gesamt	7.6
2020/21	2021-W26	80+	Gesamt	25.5
2020/21	2021-W26	00+	Gesamt	6.1
2020/21	2021-W26	60-79	COVID-19	0.1
2020/21	2021-W26	80+	COVID-19	0.3
2020/21	2021-W26	00+	COVID-19	0.3
2020/21	2021-W26	00+	Influenza	0.0
2020/21	2021-W26	00+	RSV	0.0
2020/21	2021-W25	0-4	Gesamt	19.6
2020/21	2021-W25	5-14	Gesamt	1.8
2020/21	2021-W25	15-34	Gesamt	0.9
2020/21	2021-W25	35-59	Gesamt	3.7
2020/21	2021-W25	60-79	Gesamt	7.3
2020/21	2021-W25	80+	Gesamt	24.6
2020/21	2021-W25	00+	Gesamt	6.5
2020/21	2021-W25	60-79	COVID-19	0.2
2020/21	2021-W25	80+	COVID-19	0.0
2020/21	2021-W25	00+	COVID-19	0.3
2020/21	2021-W25	00+	Influenza	0.0
2020/21	2021-W25	00+	RSV	0.0
2020/21	2021-W24	0-4	Gesamt	15.8
2020/21	2021-W24	5-14	Gesamt	1.0
2020/21	2021-W24	15-34	Gesamt	0.9
2020/21	2021-W24	35-59	Gesamt	2.8
2020/21	2021-W24	60-79	Gesamt	9.0
2020/21	2021-W24	80+	Gesamt	25.2
2020/21	2021-W24	00+	Gesamt	6.4
2020/21	2021-W24	60-79	COVID-19	0.8
2020/21	2021-W24	80+	COVID-19	0.3
2020/21	2021-W24	00+	COVID-19	0.4
2020/21	2021-W24	00+	Influenza	0.0
2020/21	2021-W24	00+	RSV	0.0
2020/21	2021-W23	0-4	Gesamt	15.8
2020/21	2021-W23	5-14	Gesamt	1.6
2020/21	2021-W23	15-34	Gesamt	0.9
2020/21	2021-W23	35-59	Gesamt	2.9
2020/21	2021-W23	60-79	Gesamt	10.3
2020/21	2021-W23	80+	Gesamt	23.7
2020/21	2021-W23	00+	Gesamt	6.6
2020/21	2021-W23	60-79	COVID-19	0.8
2020/21	2021-W23	80+	COVID-19	1.2
2020/21	2021-W23	00+	COVID-19	0.8
2020/21	2021-W23	00+	Influenza	0.0
2020/21	2021-W23	00+	RSV	0.0
2020/21	2021-W22	0-4	Gesamt	14.4
2020/21	2021-W22	5-14	Gesamt	0.8
2020/21	2021-W22	15-34	Gesamt	1.4
2020/21	2021-W22	35-59	Gesamt	4.6
2020/21	2021-W22	60-79	Gesamt	10.9
2020/21	2021-W22	80+	Gesamt	26.4
2020/21	2021-W22	00+	Gesamt	7.5
2020/21	2021-W22	60-79	COVID-19	2.9
2020/21	2021-W22	80+	COVID-19	2.3
2020/21	2021-W22	00+	COVID-19	1.9
2020/21	2021-W22	00+	Influenza	0.0
2020/21	2021-W22	00+	RSV	0.0
2020/21	2021-W21	0-4	Gesamt	6.7
2020/21	2021-W21	5-14	Gesamt	1.3
2020/21	2021-W21	15-34	Gesamt	1.3
2020/21	2021-W21	35-59	Gesamt	4.1
2020/21	2021-W21	60-79	Gesamt	9.2
2020/21	2021-W21	80+	Gesamt	23.1
2020/21	2021-W21	00+	Gesamt	6.3
2020/21	2021-W21	60-79	COVID-19	3.5
2020/21	2021-W21	80+	COVID-19	5.0
2020/21	2021-W21	00+	COVID-19	2.4
2020/21	2021-W21	00+	Influenza	0.0
2020/21	2021-W21	00+	RSV	0.0
2020/21	2021-W20	0-4	Gesamt	10.1
2020/21	2021-W20	5-14	Gesamt	1.6
2020/21	2021-W20	15-34	Gesamt	2.2
2020/21	2021-W20	35-59	Gesamt	7.6
2020/21	2021-W20	60-79	Gesamt	15.6
2020/21	2021-W20	80+	Gesamt	33.7
2020/21	2021-W20	00+	Gesamt	10.3
2020/21	2021-W20	60-79	COVID-19	8.5
2020/21	2021-W20	80+	COVID-19	10.8
2020/21	2021-W20	00+	COVID-19	5.2
2020/21	2021-W20	00+	Influenza	0.0
2020/21	2021-W20	00+	RSV	0.0
2020/21	2021-W19	0-4	Gesamt	8.1
2020/21	2021-W19	5-14	Gesamt	0.0
2020/21	2021-W19	15-34	Gesamt	2.6
2020/21	2021-W19	35-59	Gesamt	10.0
2020/21	2021-W19	60-79	Gesamt	19.3
2020/21	2021-W19	80+	Gesamt	37.8
2020/21	2021-W19	00+	Gesamt	12.1
2020/21	2021-W19	60-79	COVID-19	12.0
2020/21	2021-W19	80+	COVID-19	12.9
2020/21	2021-W19	00+	COVID-19	7.1
2020/21	2021-W19	00+	Influenza	0.0
2020/21	2021-W19	00+	RSV	0.0
2020/21	2021-W18	0-4	Gesamt	9.6
2020/21	2021-W18	5-14	Gesamt	1.0
2020/21	2021-W18	15-34	Gesamt	2.3
2020/21	2021-W18	35-59	Gesamt	10.9
2020/21	2021-W18	60-79	Gesamt	20.9
2020/21	2021-W18	80+	Gesamt	36.0
2020/21	2021-W18	00+	Gesamt	12.8
2020/21	2021-W18	60-79	COVID-19	13.6
2020/21	2021-W18	80+	COVID-19	14.4
2020/21	2021-W18	00+	COVID-19	7.8
2020/21	2021-W18	00+	Influenza	0.0
2020/21	2021-W18	00+	RSV	0.0
2020/21	2021-W17	0-4	Gesamt	10.5
2020/21	2021-W17	5-14	Gesamt	1.3
2020/21	2021-W17	15-34	Gesamt	3.9
2020/21	2021-W17	35-59	Gesamt	15.3
2020/21	2021-W17	60-79	Gesamt	28.4
2020/21	2021-W17	80+	Gesamt	43.6
2020/21	2021-W17	00+	Gesamt	17.1
2020/21	2021-W17	60-79	COVID-19	21.6
2020/21	2021-W17	80+	COVID-19	23.4
2020/21	2021-W17	00+	COVID-19	12.0
2020/21	2021-W17	00+	Influenza	0.0
2020/21	2021-W17	00+	RSV	0.0
2020/21	2021-W16	0-4	Gesamt	7.7
2020/21	2021-W16	5-14	Gesamt	1.3
2020/21	2021-W16	15-34	Gesamt	5.5
2020/21	2021-W16	35-59	Gesamt	15.5
2020/21	2021-W16	60-79	Gesamt	30.5
2020/21	2021-W16	80+	Gesamt	44.2
2020/21	2021-W16	00+	Gesamt	17.9
2020/21	2021-W16	60-79	COVID-19	23.6
2020/21	2021-W16	80+	COVID-19	24.3
2020/21	2021-W16	00+	COVID-19	13.4
2020/21	2021-W16	00+	Influenza	0.0
2020/21	2021-W16	00+	RSV	0.0
2020/21	2021-W15	0-4	Gesamt	7.7
2020/21	2021-W15	5-14	Gesamt	0.5
2020/21	2021-W15	15-34	Gesamt	3.4
2020/21	2021-W15	35-59	Gesamt	14.0
2020/21	2021-W15	60-79	Gesamt	30.2
2020/21	2021-W15	80+	Gesamt	44.8
2020/21	2021-W15	00+	Gesamt	16.9
2020/21	2021-W15	60-79	COVID-19	22.6
2020/21	2021-W15	80+	COVID-19	26.7
2020/21	2021-W15	00+	COVID-19	12.1
2020/21	2021-W15	00+	Influenza	0.0
2020/21	2021-W15	00+	RSV	0.0
2020/21	2021-W14	0-4	Gesamt	8.1
2020/21	2021-W14	5-14	Gesamt	0.8
2020/21	2021-W14	15-34	Gesamt	3.4
2020/21	2021-W14	35-59	Gesamt	17.1
2020/21	2021-W14	60-79	Gesamt	28.4
2020/21	2021-W14	80+	Gesamt	48.0
2020/21	2021-W14	00+	Gesamt	17.8
2020/21	2021-W14	60-79	COVID-19	22.0
2020/21	2021-W14	80+	COVID-19	26.4
2020/21	2021-W14	00+	COVID-19	12.9
2020/21	2021-W14	00+	Influenza	0.0
2020/21	2021-W14	00+	RSV	0.0
2020/21	2021-W13	0-4	Gesamt	15.3
2020/21	2021-W13	5-14	Gesamt	1.8
2020/21	2021-W13	15-34	Gesamt	3.7
2020/21	2021-W13	35-59	Gesamt	14.9
2020/21	2021-W13	60-79	Gesamt	29.7
2020/21	2021-W13	80+	Gesamt	46.6
2020/21	2021-W13	00+	Gesamt	17.8
2020/21	2021-W13	60-79	COVID-19	22.0
2020/21	2021-W13	80+	COVID-19	24.0
2020/21	2021-W13	00+	COVID-19	12.3
2020/21	2021-W13	00+	Influenza	0.0
2020/21	2021-W13	00+	RSV	0.0
2020/21	2021-W12	0-4	Gesamt	10.5
2020/21	2021-W12	5-14	Gesamt	0.5
2020/21	2021-W12	15-34	Gesamt	2.8
2020/21	2021-W12	35-59	Gesamt	11.8
2020/21	2021-W12	60-79	Gesamt	26.9
2020/21	2021-W12	80+	Gesamt	51.3
2020/21	2021-W12	00+	Gesamt	16.0
2020/21	2021-W12	60-79	COVID-19	19.5
2020/21	2021-W12	80+	COVID-19	29.3
2020/21	2021-W12	00+	COVID-19	11.0
2020/21	2021-W12	00+	Influenza	0.0
2020/21	2021-W12	00+	RSV	0.0
2020/21	2021-W11	0-4	Gesamt	12.9
2020/21	2021-W11	5-14	Gesamt	1.0
2020/21	2021-W11	15-34	Gesamt	3.7
2020/21	2021-W11	35-59	Gesamt	9.5
2020/21	2021-W11	60-79	Gesamt	21.8
2020/21	2021-W11	80+	Gesamt	50.7
2020/21	2021-W11	00+	Gesamt	14.3
2020/21	2021-W11	60-79	COVID-19	14.5
2020/21	2021-W11	80+	COVID-19	22.3
2020/21	2021-W11	00+	COVID-19	8.6
2020/21	2021-W11	00+	Influenza	0.0
2020/21	2021-W11	00+	RSV	0.0
2020/21	2021-W10	0-4	Gesamt	10.1
2020/21	2021-W10	5-14	Gesamt	0.5
2020/21	2021-W10	15-34	Gesamt	3.1
2020/21	2021-W10	35-59	Gesamt	7.9
2020/21	2021-W10	60-79	Gesamt	21.5
2020/21	2021-W10	80+	Gesamt	47.4
2020/21	2021-W10	00+	Gesamt	13.1
2020/21	2021-W10	60-79	COVID-19	13.5
2020/21	2021-W10	80+	COVID-19	25.5
2020/21	2021-W10	00+	COVID-19	7.8
2020/21	2021-W10	00+	Influenza	0.0
2020/21	2021-W10	00+	RSV	0.0
2020/21	2021-W09	0-4	Gesamt	6.2
2020/21	2021-W09	5-14	Gesamt	1.3
2020/21	2021-W09	15-34	Gesamt	1.9
2020/21	2021-W09	35-59	Gesamt	6.7
2020/21	2021-W09	60-79	Gesamt	19.2
2020/21	2021-W09	80+	Gesamt	42.8
2020/21	2021-W09	00+	Gesamt	11.4
2020/21	2021-W09	60-79	COVID-19	12.5
2020/21	2021-W09	80+	COVID-19	21.1
2020/21	2021-W09	00+	COVID-19	6.8
2020/21	2021-W09	00+	Influenza	0.0
2020/21	2021-W09	00+	RSV	0.0
2020/21	2021-W08	0-4	Gesamt	3.8
2020/21	2021-W08	5-14	Gesamt	0.8
2020/21	2021-W08	15-34	Gesamt	1.9
2020/21	2021-W08	35-59	Gesamt	5.6
2020/21	2021-W08	60-79	Gesamt	17.5
2020/21	2021-W08	80+	Gesamt	46.0
2020/21	2021-W08	00+	Gesamt	10.7
2020/21	2021-W08	60-79	COVID-19	11.1
2020/21	2021-W08	80+	COVID-19	22.6
2020/21	2021-W08	00+	COVID-19	6.3
2020/21	2021-W08	00+	Influenza	0.0
2020/21	2021-W08	00+	RSV	0.0
2020/21	2021-W07	0-4	Gesamt	5.7
2020/21	2021-W07	5-14	Gesamt	0.3
2020/21	2021-W07	15-34	Gesamt	1.3
2020/21	2021-W07	35-59	Gesamt	5.2
2020/21	2021-W07	60-79	Gesamt	17.9
2020/21	2021-W07	80+	Gesamt	47.7
2020/21	2021-W07	00+	Gesamt	10.7
2020/21	2021-W07	60-79	COVID-19	10.9
2020/21	2021-W07	80+	COVID-19	29.9
2020/21	2021-W07	00+	COVID-19	6.5
2020/21	2021-W07	00+	Influenza	0.0
2020/21	2021-W07	00+	RSV	0.0
2020/21	2021-W06	0-4	Gesamt	4.8
2020/21	2021-W06	5-14	Gesamt	0.5
2020/21	2021-W06	15-34	Gesamt	1.4
2020/21	2021-W06	35-59	Gesamt	6.6
2020/21	2021-W06	60-79	Gesamt	18.2
2020/21	2021-W06	80+	Gesamt	54.5
2020/21	2021-W06	00+	Gesamt	11.9
2020/21	2021-W06	60-79	COVID-19	12.0
2020/21	2021-W06	80+	COVID-19	31.9
2020/21	2021-W06	00+	COVID-19	7.6
2020/21	2021-W06	00+	Influenza	0.0
2020/21	2021-W06	00+	RSV	0.0
2020/21	2021-W05	0-4	Gesamt	3.4
2020/21	2021-W05	5-14	Gesamt	0.5
2020/21	2021-W05	15-34	Gesamt	0.5
2020/21	2021-W05	35-59	Gesamt	4.5
2020/21	2021-W05	60-79	Gesamt	18.7
2020/21	2021-W05	80+	Gesamt	72.0
2020/21	2021-W05	00+	Gesamt	12.5
2020/21	2021-W05	60-79	COVID-19	12.7
2020/21	2021-W05	80+	COVID-19	49.2
2020/21	2021-W05	00+	COVID-19	8.4
2020/21	2021-W05	00+	Influenza	0.0
2020/21	2021-W05	00+	RSV	0.0
2020/21	2021-W04	0-4	Gesamt	2.9
2020/21	2021-W04	5-14	Gesamt	0.5
2020/21	2021-W04	15-34	Gesamt	1.9
2020/21	2021-W04	35-59	Gesamt	6.5
2020/21	2021-W04	60-79	Gesamt	21.9
2020/21	2021-W04	80+	Gesamt	69.4
2020/21	2021-W04	00+	Gesamt	14.0
2020/21	2021-W04	60-79	COVID-19	15.7
2020/21	2021-W04	80+	COVID-19	50.1
2020/21	2021-W04	00+	COVID-19	9.9
2020/21	2021-W04	00+	Influenza	0.0
2020/21	2021-W04	00+	RSV	0.0
2020/21	2021-W03	0-4	Gesamt	2.9
2020/21	2021-W03	5-14	Gesamt	1.0
2020/21	2021-W03	15-34	Gesamt	1.3
2020/21	2021-W03	35-59	Gesamt	6.9
2020/21	2021-W03	60-79	Gesamt	27.6
2020/21	2021-W03	80+	Gesamt	84.1
2020/21	2021-W03	00+	Gesamt	16.7
2020/21	2021-W03	60-79	COVID-19	18.9
2020/21	2021-W03	80+	COVID-19	62.7
2020/21	2021-W03	00+	COVID-19	11.9
2020/21	2021-W03	00+	Influenza	0.0
2020/21	2021-W03	00+	RSV	0.0
2020/21	2021-W02	0-4	Gesamt	5.3
2020/21	2021-W02	5-14	Gesamt	0.8
2020/21	2021-W02	15-34	Gesamt	1.3
2020/21	2021-W02	35-59	Gesamt	8.8
2020/21	2021-W02	60-79	Gesamt	27.0
2020/21	2021-W02	80+	Gesamt	88.2
2020/21	2021-W02	00+	Gesamt	17.6
2020/21	2021-W02	60-79	COVID-19	20.3
2020/21	2021-W02	80+	COVID-19	67.9
2020/21	2021-W02	00+	COVID-19	13.4
2020/21	2021-W02	00+	Influenza	0.0
2020/21	2021-W02	00+	RSV	0.0
2020/21	2021-W01	0-4	Gesamt	6.2
2020/21	2021-W01	5-14	Gesamt	1.0
2020/21	2021-W01	15-34	Gesamt	3.2
2020/21	2021-W01	35-59	Gesamt	10.3
2020/21	2021-W01	60-79	Gesamt	30.1
2020/21	2021-W01	80+	Gesamt	96.4
2020/21	2021-W01	00+	Gesamt	20.1
2020/21	2021-W01	60-79	COVID-19	22.1
2020/21	2021-W01	80+	COVID-19	70.9
2020/21	2021-W01	00+	COVID-19	14.7
2020/21	2021-W01	00+	Influenza	0.0
2020/21	2021-W01	00+	RSV	0.0
2020/21	2020-W53	0-4	Gesamt	5.2
2020/21	2020-W53	5-14	Gesamt	0.0
2020/21	2020-W53	15-34	Gesamt	2.1
2020/21	2020-W53	35-59	Gesamt	9.6
2020/21	2020-W53	60-79	Gesamt	40.3
2020/21	2020-W53	80+	Gesamt	117.4
2020/21	2020-W53	00+	Gesamt	23.4
2020/21	2020-W53	60-79	COVID-19	30.9
2020/21	2020-W53	80+	COVID-19	90.3
2020/21	2020-W53	00+	COVID-19	18.0
2020/21	2020-W53	00+	Influenza	0.0
2020/21	2020-W53	00+	RSV	0.0
2020/21	2020-W52	0-4	Gesamt	7.5
2020/21	2020-W52	5-14	Gesamt	0.5
2020/21	2020-W52	15-34	Gesamt	2.7
2020/21	2020-W52	35-59	Gesamt	13.2
2020/21	2020-W52	60-79	Gesamt	36.5
2020/21	2020-W52	80+	Gesamt	116.8
2020/21	2020-W52	00+	Gesamt	23.9
2020/21	2020-W52	60-79	COVID-19	28.8
2020/21	2020-W52	80+	COVID-19	94.5
2020/21	2020-W52	00+	COVID-19	18.8
2020/21	2020-W52	00+	Influenza	0.0
2020/21	2020-W52	00+	RSV	0.0
2020/21	2020-W51	0-4	Gesamt	10.8
2020/21	2020-W51	5-14	Gesamt	1.0
2020/21	2020-W51	15-34	Gesamt	3.0
2020/21	2020-W51	35-59	Gesamt	11.5
2020/21	2020-W51	60-79	Gesamt	39.6
2020/21	2020-W51	80+	Gesamt	102.5
2020/21	2020-W51	00+	Gesamt	23.2
2020/21	2020-W51	60-79	COVID-19	29.9
2020/21	2020-W51	80+	COVID-19	80.2
2020/21	2020-W51	00+	COVID-19	17.2
2020/21	2020-W51	00+	Influenza	0.0
2020/21	2020-W51	00+	RSV	0.0
2020/21	2020-W50	0-4	Gesamt	14.1
2020/21	2020-W50	5-14	Gesamt	1.0
2020/21	2020-W50	15-34	Gesamt	1.9
2020/21	2020-W50	35-59	Gesamt	9.9
2020/21	2020-W50	60-79	Gesamt	33.1
2020/21	2020-W50	80+	Gesamt	107.3
2020/21	2020-W50	00+	Gesamt	21.4
2020/21	2020-W50	60-79	COVID-19	25.6
2020/21	2020-W50	80+	COVID-19	82.3
2020/21	2020-W50	00+	COVID-19	16.0
2020/21	2020-W50	00+	Influenza	0.0
2020/21	2020-W50	00+	RSV	0.0
2020/21	2020-W49	0-4	Gesamt	15.0
2020/21	2020-W49	5-14	Gesamt	1.6
2020/21	2020-W49	15-34	Gesamt	3.5
2020/21	2020-W49	35-59	Gesamt	10.5
2020/21	2020-W49	60-79	Gesamt	30.1
2020/21	2020-W49	80+	Gesamt	91.2
2020/21	2020-W49	00+	Gesamt	20.0
2020/21	2020-W49	60-79	COVID-19	22.4
2020/21	2020-W49	80+	COVID-19	61.4
2020/21	2020-W49	00+	COVID-19	13.6
2020/21	2020-W49	00+	Influenza	0.0
2020/21	2020-W49	00+	RSV	0.0
2020/21	2020-W48	0-4	Gesamt	12.2
2020/21	2020-W48	5-14	Gesamt	1.0
2020/21	2020-W48	15-34	Gesamt	2.8
2020/21	2020-W48	35-59	Gesamt	11.2
2020/21	2020-W48	60-79	Gesamt	26.3
2020/21	2020-W48	80+	Gesamt	82.9
2020/21	2020-W48	00+	Gesamt	18.2
2020/21	2020-W48	60-79	COVID-19	17.1
2020/21	2020-W48	80+	COVID-19	59.3
2020/21	2020-W48	00+	COVID-19	12.0
2020/21	2020-W48	00+	Influenza	0.1
2020/21	2020-W48	00+	RSV	0.0
2020/21	2020-W47	0-4	Gesamt	15.0
2020/21	2020-W47	5-14	Gesamt	1.3
2020/21	2020-W47	15-34	Gesamt	2.1
2020/21	2020-W47	35-59	Gesamt	9.9
2020/21	2020-W47	60-79	Gesamt	25.7
2020/21	2020-W47	80+	Gesamt	74.2
2020/21	2020-W47	00+	Gesamt	17.0
2020/21	2020-W47	60-79	COVID-19	17.0
2020/21	2020-W47	80+	COVID-19	49.8
2020/21	2020-W47	00+	COVID-19	11.1
2020/21	2020-W47	00+	Influenza	0.0
2020/21	2020-W47	00+	RSV	0.0
2020/21	2020-W46	0-4	Gesamt	14.1
2020/21	2020-W46	5-14	Gesamt	2.4
2020/21	2020-W46	15-34	Gesamt	4.3
2020/21	2020-W46	35-59	Gesamt	11.8
2020/21	2020-W46	60-79	Gesamt	26.0
2020/21	2020-W46	80+	Gesamt	72.7
2020/21	2020-W46	00+	Gesamt	18.0
2020/21	2020-W46	60-79	COVID-19	17.9
2020/21	2020-W46	80+	COVID-19	44.4
2020/21	2020-W46	00+	COVID-19	11.6
2020/21	2020-W46	00+	Influenza	0.0
2020/21	2020-W46	00+	RSV	0.0
2020/21	2020-W45	0-4	Gesamt	11.3
2020/21	2020-W45	5-14	Gesamt	0.8
2020/21	2020-W45	15-34	Gesamt	2.8
2020/21	2020-W45	35-59	Gesamt	10.0
2020/21	2020-W45	60-79	Gesamt	23.3
2020/21	2020-W45	80+	Gesamt	69.7
2020/21	2020-W45	00+	Gesamt	16.0
2020/21	2020-W45	60-79	COVID-19	15.1
2020/21	2020-W45	80+	COVID-19	35.8
2020/21	2020-W45	00+	COVID-19	9.4
2020/21	2020-W45	00+	Influenza	0.0
2020/21	2020-W45	00+	RSV	0.0
2020/21	2020-W44	0-4	Gesamt	8.0
2020/21	2020-W44	5-14	Gesamt	2.4
2020/21	2020-W44	15-34	Gesamt	3.5
2020/21	2020-W44	35-59	Gesamt	8.1
2020/21	2020-W44	60-79	Gesamt	21.9
2020/21	2020-W44	80+	Gesamt	59.0
2020/21	2020-W44	00+	Gesamt	14.2
2020/21	2020-W44	60-79	COVID-19	14.1
2020/21	2020-W44	80+	COVID-19	28.9
2020/21	2020-W44	00+	COVID-19	8.0
2020/21	2020-W44	00+	Influenza	0.0
2020/21	2020-W44	00+	RSV	0.0
2020/21	2020-W43	0-4	Gesamt	12.7
2020/21	2020-W43	5-14	Gesamt	1.6
2020/21	2020-W43	15-34	Gesamt	3.3
2020/21	2020-W43	35-59	Gesamt	6.5
2020/21	2020-W43	60-79	Gesamt	17.2
2020/21	2020-W43	80+	Gesamt	48.9
2020/21	2020-W43	00+	Gesamt	11.8
2020/21	2020-W43	60-79	COVID-19	6.9
2020/21	2020-W43	80+	COVID-19	19.4
2020/21	2020-W43	00+	COVID-19	4.6
2020/21	2020-W43	00+	Influenza	0.0
2020/21	2020-W43	00+	RSV	0.0
2020/21	2020-W42	0-4	Gesamt	16.9
2020/21	2020-W42	5-14	Gesamt	2.4
2020/21	2020-W42	15-34	Gesamt	1.0
2020/21	2020-W42	35-59	Gesamt	5.0
2020/21	2020-W42	60-79	Gesamt	11.7
2020/21	2020-W42	80+	Gesamt	34.3
2020/21	2020-W42	00+	Gesamt	8.7
2020/21	2020-W42	60-79	COVID-19	3.4
2020/21	2020-W42	80+	COVID-19	5.4
2020/21	2020-W42	00+	COVID-19	2.3
2020/21	2020-W42	00+	Influenza	0.0
2020/21	2020-W42	00+	RSV	0.0
2020/21	2020-W41	0-4	Gesamt	16.0
2020/21	2020-W41	5-14	Gesamt	2.6
2020/21	2020-W41	15-34	Gesamt	2.0
2020/21	2020-W41	35-59	Gesamt	4.1
2020/21	2020-W41	60-79	Gesamt	11.1
2020/21	2020-W41	80+	Gesamt	33.1
2020/21	2020-W41	00+	Gesamt	8.3
2020/21	2020-W41	60-79	COVID-19	2.0
2020/21	2020-W41	80+	COVID-19	1.8
2020/21	2020-W41	00+	COVID-19	1.1
2020/21	2020-W41	00+	Influenza	0.0
2020/21	2020-W41	00+	RSV	0.0
2020/21	2020-W40	0-4	Gesamt	12.2
2020/21	2020-W40	5-14	Gesamt	3.1
2020/21	2020-W40	15-34	Gesamt	2.6
2020/21	2020-W40	35-59	Gesamt	2.8
2020/21	2020-W40	60-79	Gesamt	10.9
2020/21	2020-W40	80+	Gesamt	30.1
2020/21	2020-W40	00+	Gesamt	7.5
2020/21	2020-W40	60-79	COVID-19	1.6
2020/21	2020-W40	80+	COVID-19	1.8
2020/21	2020-W40	00+	COVID-19	0.7
2020/21	2020-W40	00+	Influenza	0.0
2020/21	2020-W40	00+	RSV	0.0
2019/20	2020-W39	0-4	Gesamt	19.2
2019/20	2020-W39	5-14	Gesamt	4.2
2019/20	2020-W39	15-34	Gesamt	1.7
2019/20	2020-W39	35-59	Gesamt	2.8
2019/20	2020-W39	60-79	Gesamt	11.1
2019/20	2020-W39	80+	Gesamt	34.0
2019/20	2020-W39	00+	Gesamt	8.2
2019/20	2020-W39	60-79	COVID-19	1.2
2019/20	2020-W39	80+	COVID-19	0.9
2019/20	2020-W39	00+	COVID-19	0.7
2019/20	2020-W38	0-4	Gesamt	22.5
2019/20	2020-W38	5-14	Gesamt	3.1
2019/20	2020-W38	15-34	Gesamt	1.4
2019/20	2020-W38	35-59	Gesamt	4.4
2019/20	2020-W38	60-79	Gesamt	9.1
2019/20	2020-W38	80+	Gesamt	29.2
2019/20	2020-W38	00+	Gesamt	7.8
2019/20	2020-W38	60-79	COVID-19	0.5
2019/20	2020-W38	80+	COVID-19	0.9
2019/20	2020-W38	00+	COVID-19	0.6
2019/20	2020-W37	0-4	Gesamt	28.2
2019/20	2020-W37	5-14	Gesamt	3.1
2019/20	2020-W37	15-34	Gesamt	2.5
2019/20	2020-W37	35-59	Gesamt	3.7
2019/20	2020-W37	60-79	Gesamt	9.3
2019/20	2020-W37	80+	Gesamt	30.1
2019/20	2020-W37	00+	Gesamt	8.2
2019/20	2020-W37	60-79	COVID-19	0.4
2019/20	2020-W37	80+	COVID-19	1.5
2019/20	2020-W37	00+	COVID-19	0.4
2019/20	2020-W36	0-4	Gesamt	26.8
2019/20	2020-W36	5-14	Gesamt	4.2
2019/20	2020-W36	15-34	Gesamt	1.6
2019/20	2020-W36	35-59	Gesamt	2.9
2019/20	2020-W36	60-79	Gesamt	10.3
2019/20	2020-W36	80+	Gesamt	25.3
2019/20	2020-W36	00+	Gesamt	7.7
2019/20	2020-W36	60-79	COVID-19	0.6
2019/20	2020-W36	80+	COVID-19	1.5
2019/20	2020-W36	00+	COVID-19	0.5
2019/20	2020-W35	0-4	Gesamt	27.7
